ID,Gene Symbol,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10
1007_s_at,DDR1 /// MIR4640,7.2744049262661,7.3492979275807,7.20940478834371,6.99569731966543,6.63088224674903,7.68383140799028,7.45217016571016,6.72472093582456,7.17767015591166,7.07231504562889
1053_at,RFC2,8.99732269896128,8.90608185831974,8.81707982446139,8.76559053417689,8.96882240989814,9.2884213293122,8.67988804300715,8.49968613724761,9.10182604968116,9.02191986689695
117_at,HSPA6,11.173429868473,10.9166432965313,11.0974286523346,10.6486576783154,10.7550020327236,11.1957536283535,10.7836149085807,10.878214826383,11.6675735694398,11.1263098421131
121_at,PAX8,6.33430479038292,6.95424396422337,6.80156320739915,7.01302150635746,7.38683581190935,6.28642639644595,6.81316583904101,6.56185454845235,7.18031236946689,6.61051700217745
1255_g_at,GUCA1A,2.58103096499868,2.70278505629047,2.43609920975282,2.68977723820626,2.70366730127082,2.48779196115125,2.64207821280351,2.6429674618278,2.73580210053104,2.73257191560393
1294_at,MIR5193 /// UBA7,10.2808685714126,10.0178956565544,10.29556814495,10.2360874875707,9.68757697180452,10.4579197863685,9.7951662191511,9.12491510349227,10.816254475777,10.4591658689189
1316_at,THRA,7.36865152279354,6.72660205187651,7.16072723735468,7.45730177516813,6.65888409558199,8.21601943429487,7.54661189532586,7.29500504436764,8.41880792073849,8.14212905570901
1320_at,PTPN21,5.42799285696729,5.27921192282724,5.28192128376264,5.81368405347626,5.63427950511422,5.46437513842786,5.16121487256341,5.27597616208839,5.47302001135857,5.37160040396911
1405_i_at,CCL5,11.9032856150132,11.3959156762711,11.4612118549539,10.8968671896898,10.9558461072803,12.2749975308688,10.9768653688997,11.2684165104516,11.8145353563893,11.9431192711135
1431_at,CYP2E1,5.41426733315301,5.55522787750217,5.64562984373791,4.98701794481433,4.49104642452912,4.86805308070093,5.42555080408994,4.75640150044491,5.32268676147653,4.75477657397557
1438_at,EPHB3,5.06888350782284,5.03703048253572,5.32417204796191,5.73803990717334,5.74021185579229,5.17431755625689,5.08341453404958,5.17580611558697,5.37096245793376,5.28827671449198
1487_at,ESRRA,9.51566666186127,9.57102749547006,9.29063223790683,9.42992968714213,9.26080696257063,9.4661453541919,9.31768322233052,9.30481514126119,9.50774736145869,9.1954419030565
1494_f_at,CYP2A6,4.98869370390578,4.85444195746223,5.35105494897239,5.60141891760016,5.35422699356406,4.95956748757202,5.18907071196586,5.0833183509807,5.06784564060163,5.05007874101596
1598_g_at,GAS6,7.11182239190749,6.96601653810899,7.18189937426601,7.50872075428973,7.35212907038288,7.38675464630981,7.1670753357841,7.03160052106977,7.47131165861424,7.20831972384276
160020_at,MMP14,6.05440714909488,6.43967662847262,6.28396619249445,6.91019381431026,6.79603752813109,6.38770177907653,6.37873170195858,6.39459985524435,6.33276601324936,6.24953923316838
1729_at,TRADD,9.87343746834951,9.79617868996437,9.72460178264324,9.26890985210346,9.08546724010979,10.164391472777,9.65728400526695,9.32963714668667,9.62808002945661,9.54845409023693
177_at,PLD1,6.38075692126776,6.41188136513612,6.52262428157463,5.93617246483737,6.57272216607748,6.28757884830333,6.3479585732808,6.08350878556254,6.35871272322291,5.59027082940738
1773_at,CHURC1-FNTB /// FNTB,6.11086878517206,6.05621504826109,6.4544509388519,6.5765938158544,6.22925240998257,6.32948948855011,6.28102757770243,6.23379926151428,6.55391109865567,5.93482726126597
179_at,DTX2P1-UPK3BP1-PMS2P11,7.27259694407291,6.83575406959709,7.31770080228585,7.94237992062081,7.54929024278604,7.11802533134413,6.99941444713461,6.93248922602785,7.61733927186464,7.3688822809553
1861_at,BAD,6.52894212244194,6.1875191735051,6.48682452959662,6.09630497347278,6.0067601620532,7.15467414484497,6.20132678634442,6.00616726477157,7.57944546593298,7.16198088509534
200000_s_at,PRPF8,10.3248668076327,9.94256558284768,10.2318800080331,9.94209577512731,9.47068393318373,10.1880856289089,9.83704632162078,9.30863488353213,10.3680574855014,10.059343936121
200001_at,CAPNS1,11.8862844524233,11.5170686318097,12.1470382028653,11.9591733833785,11.2561177050775,11.8334630257857,11.0383063213034,11.4160982590686,12.1002502185552,12.0682239851732
200002_at,RPL35,11.591870551897,11.366525397894,10.8949675302035,11.0649987292376,10.327891829905,12.1408120371443,11.3423555275519,11.3546181631437,11.7681136898354,11.9356347527924
200003_s_at,MIR6805 /// RPL28,13.9112697513408,13.9215635956463,13.9029105194756,13.8565180056783,13.2895345243454,13.8950594074709,13.8659748668874,13.7364583594346,13.8309542161602,13.8639177010019
200004_at,EIF4G2,12.3111501846079,12.3177958404846,12.5082354953665,12.6351480225797,12.8492142870951,12.1051445434388,12.5424742622732,12.561725975238,12.1589896242015,12.1706184403262
200005_at,EIF3D,12.0502957723925,12.1143558752765,12.107159462902,11.8651877160082,11.5205394942961,12.1421442456789,11.7644462107513,11.6957473222665,12.4592567039105,12.446927571852
200006_at,PARK7,11.7181009972288,11.9132518635074,11.6292509912004,11.4969567997502,11.6720815882459,12.1435564875698,11.5094080417865,11.966897918727,12.0274394804377,12.1731285672355
200007_at,SRP14,12.131619009298,11.6838309011356,11.7063861756174,11.532941840037,12.1592915000854,12.3706978197149,12.0494704623488,12.3146311719489,11.9339194724143,12.5409292508293
200008_s_at,GDI2,10.7869145280647,10.808063474692,10.8726292924841,11.1059234527452,10.6702982937644,9.55095430769384,10.690367790154,11.1131028443514,10.699512999403,10.4964489264526
200009_at,GDI2,13.3251473089016,13.416248141831,13.3751577095749,13.4900239646281,13.5216790769572,13.2303832740954,13.4876221674908,13.4863561128717,13.0766304976178,13.2187136913989
200010_at,RPL11,12.2782758986071,11.7612689985029,11.8760500287892,11.5928132329387,11.8336403357285,12.3377352218081,11.7232486789107,12.1791815937235,12.1666151802872,12.5211865517546
200011_s_at,ARF3,11.1507888661962,11.0291341804689,11.109540493522,11.8123482638199,11.6615213847543,10.9158401746843,10.9825826089621,11.4482399507496,11.6191629496245,11.3795137859658
200012_x_at,RPL21 /// RPL21P28 /// SNORA27 /// SNORD102,13.45901243193,13.2568155672758,12.7447126674665,12.9260001158632,13.3795321531995,13.6178277854322,13.2533524754677,13.6169972502263,13.0027635209954,13.5647643364379
200013_at,RPL24,13.4552662359823,13.3486346091866,13.2437227616659,13.1961191261761,13.4360725307885,13.4641844300442,13.3565230929153,13.4255869146151,13.3396102285267,13.4840387517941
200014_s_at,HNRNPC,12.2645448217678,12.4824738646948,12.195886699567,12.2338743924431,12.7204110473944,12.2545654906761,12.5399632933327,12.4650968272039,12.1383794269673,12.1620852849292
200015_s_at,SEPT2,11.9083740491346,11.7020918698849,12.0142467302782,12.1777105619222,12.0076389716469,11.8163101624646,11.9568632923372,11.9072142965207,11.3867642922405,11.7153335796989
200016_x_at,HNRNPA1 /// HNRNPA1P10,13.2259553923231,13.2302087237219,13.3248362896391,13.3720826130562,13.5047977795122,13.2020148112392,13.3884249988882,13.2277271280578,13.1761820038477,13.2155222320923
200017_at,RPS27A,12.9103128782672,12.7379361433119,12.4314284795215,12.2926596952421,12.8383405750902,13.1881450978407,12.7025966626054,12.9679448322576,12.8873533135918,13.0849600731789
200018_at,LOC100508408 /// RPS13 /// SNORD14B,13.4516216544859,13.466385407542,13.4928092553329,13.4721979665008,13.4837238843434,13.4407698320385,13.4816821052851,13.4351512286024,13.3978649200558,13.4168954101752
200019_s_at,FAU,13.0461928204522,13.1003920169624,12.9490785417651,12.9710383313117,12.2656598987646,13.238555255457,13.0554300735071,13.1317634063475,13.1433952036912,13.2532298224416
200020_at,TARDBP,12.3125384338676,12.2612807370625,12.2798414499304,12.215277817439,12.123632609543,11.7312667268029,12.2178703377227,12.2609593169991,12.0766544873035,12.0703190845825
200021_at,CFL1,13.3721968639428,13.23644495525,13.3581160866999,13.1096335660572,13.3257009216772,13.4452034145935,13.3292026597702,13.2298840764752,13.2974413668701,13.3772816639776
